opening_id,name,code,w1,b1,w2,b2,w3,b3,w4,b4,variation
243,Sicilian Defense,-,e4,c5,Nf3,a6,c4,Nc6,d4,cxd4,"O'Kelly Variation,Geller Line"
244,Sicilian Defense,-,e4,c5,Nf3,a6,c4,e6,-,-,"O'Kelly Variation,Paulsen Line"
245,Sicilian Defense,-,e4,c5,Nf3,a6,c4,d6,-,-,"O'Kelly Variation,Robatsch Line"
246,Sicilian Defense,-,e4,c5,Nf3,a6,d4,-,-,-,"O'Kelly Variation, Normal System"
247,Sicilian Defense,-,e4,c5,Nf3,a6,d4,cxd4,Nxd4,e6,"O'Kelly Variation,Kan Line"
248,Sicilian Defense,-,e4,c5,Nf3,a6,d4,cxd4,Nxd4,e5,"O'Kelly Variation,Taimanov Line"
249,Sicilian Defense,-,e4,c5,Nf3,a6,d3,-,-,-,"O'Kelly Variation, Quiet System"
250,Sicilian Defense,-,e4,c5,Nf3,a6,g3,-,-,-,"O'Kelly Variation, Reti System"
251,Sicilian Defense,-,e4,c5,Nf3,a6,c3,-,-,-,"O'Kelly Variation, Venice System"
252,Sicilian Defense,-,e4,c5,Nf3,a6,c3,Nf6,-,-,"O'Kelly Variation,Barcza Line"
253,Sicilian Defense,-,e4,c5,Nf3,a6,c3,d6,-,-,"O'Kelly Variation,Steiner Line"
254,Sicilian Defense,-,e4,c5,Nf3,a6,Nc3,-,-,-,"O'Kelly Variation, Yerevan System"
255,Sicilian Defense,-,e4,c5,Nf3,Nc6,-,-,-,-,"Old Sicilian, General"
256,Sicilian Defense,-,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nf6,"Old Sicilian, Normal"
257,Sicilian Defense,-,e4,c5,Nf3,Nc6,d4,-,-,-,"Old Sicilian, Open"
258,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Paulsen Variation
259,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, American Attack "
260,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Bastrikov Variation"
261,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Bastrikov Variation2"
262,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Bastrikov Variation3"
263,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, English Attack"
264,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, General"
265,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Modern Line"
266,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Normal Variation"
267,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Szen Variation"
268,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,"Paulsen Variation, Taimanov Variation"
269,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Bc5,Paulsen-Basman Defense
270,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,Pin Variation 
271,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,"Pin Variation, Koch Variation "
272,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Prins Variation
273,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Prins Variation, Venice Attack "
274,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Richter-Rauzer Variation 
275,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Classical Variation"
276,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Classical Variation2"
277,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Classical Variation3"
278,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation,Kantscher Line"
279,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Dragon Variation"
280,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, General"
281,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Ivanov Variation"
282,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Modern Variation"
283,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"ichter-Rauzer Variation, Modern Variation2"
284,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Neo-Modern Variation"
285,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Neo-Modern Variation2"
286,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation,Early deviations "
287,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation,Nyezhmetdinov Attack"
288,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Traditional Variatoin"
289,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Richter-Rauzer Variation, Vitolins Variation"
290,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Scheveningen Variation
291,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Classical Variation"
292,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Classical Variation2"
293,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation,General"
294,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation,Paulsen Variation "
295,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation,Paulsen Variation "
296,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Delayed Keres Attack"
297,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation,Perenyi Gambit "
298,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, English Attack"
299,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, English Attack2"
300,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Fianchetto Variation"
301,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Keres Attack"
302,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Matanovic Attack"
303,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Modern Variation"
304,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Modern Variation2"
305,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation,General"
306,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Tal Variation"
307,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Scheveningen Variation, Vitolins Variation"
308,Sicilian Defense,-,e4,c5,Nf3,e6,d4,cxd4,c3,-,Smith-Morra Gambit Deferred
309,Sicilian Defense,-,e4,c5,d4,cxd4,c3,-,-,-,Smith-Morra Gambit
310,Sicilian Defense,-,e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,"Smith-Morra Gambi,Classical Formation"
311,Sicilian Defense,-,e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,"Smith-Morra Gambit,Fianchetto Defense"
312,Sicilian Defense,-,e4,c5,d4,cxd4,c3,dxc3,Nxc3,e6,"Smith-Morra Gambit,Kan Formation"
313,Sicilian Defense,-,e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,"mith-Morra Gambit,Paulsen Formation"
314,Sicilian Defense,-,e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,"Smith-Morra Gambit,Scheveningen Formation"
315,Sicilian Defense,-,e4,c5,d4,cxd4,c3,d3,c4,-,"Smith-Morra Gambit,Dubois Variation"
316,Sicilian Defense,-,e4,c5,d4,cxd4,c3,d3,-,-,"Smith-Morra Gambit,Push Variation"
317,Sicilian Defense,-,e4,c5,d4,cxd4,c3,d5,-,-,"Smith-Morra Gambit,Scandinavian Formation"
318,Sicilian Defense,-,e4,c5,b3,-,-,-,-,-,Snyder Variation 
319,Sicilian Defense,-,e4,c5,b3,b6,-,-,-,-,"Snyder Variation, Queen Fianchetto Variation"
320,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Sozin Attack, Flank Variation"
321,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Sozin Attack, General Variation"
322,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Sozin Attack, Leonhardt Variation"
323,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,"Sozin Attack, Main Line"
324,Sicilian Defense,-,e4,c5,c4,-,-,-,-,-,Staunton-Cochrane Variation
325,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Velimirovic Attack 
326,Sicilian Defense,-,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Venice Attack
327,Sicilian Defense,-,e4,c5,Nf3,e6,b4,-,-,-,Wing Gambit Deferred
328,Sicilian Defense,-,e4,c5,b4,-,-,-,-,-,Wing Gambit 
329,Sicilian Defense,-,e4,c5,b4,cxb4,Bb2,-,-,-,"Wing Gambit, Abrahams Variation"
330,Sicilian Defense,-,e4,c5,b4,cxb4,a3,bxa3,-,-,"Wing Gambit, Carlsbad Variation"
331,Sicilian Defense,-,e4,c5,Nf3,d6,b4,-,-,-,"Wing Gambit, Deferred Variation"
332,Sicilian Defense,-,e4,c5,b4,cxb4,a3,-,-,-,"Wing Gambit, Marshall Variation"
333,Slav Defense,-,-,-,-,-,-,-,-,-,Alapin Variation
334,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,-
335,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,Alekhine Variation
336,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nbd2,-,Breyer Variation
337,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,a6,Chameleon Variation
338,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,a6,"Chameleon Variation, Advance System"
339,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Czech Variation, Bled Attack "
340,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Czech Variation, Carlsbad Variation "
341,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Carlsbad Variation, Morozevich Variation"
342,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Czech Variation, Classical System"
343,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Czech Variation,Main Line"
344,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Czech Variation, Krause Attack"
345,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Czech Variation, Wiesbaden Variation"
346,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,"Wiesbaden Variation, Sharp line"
347,Slav Defense,-,d4,d5,c4,c6,cxd5,-,-,-,Exchange Variation
348,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,cxd5,cxd5,Exchange Variation2
349,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,e3,Bf5,"Exchange Variation, Schallopp Variation"
350,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,cxd5,cxd5,"Exchange Variation, Symmetrical Line "
351,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,cxd5,cxd5,"Exchange Variation, Trifunovic Variation"
352,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,Geller Gambit
353,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,Geller Gambit2
354,Slav Defense,-,d4,d5,c4,c6,-,-,-,-,General
355,Slav Defense,-,d4,d5,c4,c6,Nf3,-,-,-,Modern Line
356,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,e3,-,Quiet Variation
357,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,e3,Bg4,"Quiet Variation, Pin Defense"
358,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,e3,Bf5,"Quiet Variation, Schallopp Defense "
359,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,g6,Schlechter Variation
360,Slav Defense,-,d4,d5,c4,c6,Nc3,dxc4,e4,-,"Slav Gambit, Alekhine Attack"
361,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,Smyslov Variation
362,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,Soultanbeieff Variation
363,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,dxc4,Steiner Variation
364,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,Qb6,Suchting Variation
365,Slav Defense,-,d4,d5,c4,c6,Nf3,Nf6,Nc3,-,Three Knights Variation
366,Slav Defense,-,d4,d5,c4,c6,Nc3,e5,-,-,Winawer Countergambit
367,Slav Indian,-,d4,Nf6,c4,c6,-,-,-,-,-
368,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Bb4,-,-,Alapin Defense
369,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,-,Berlin Defense
370,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, Berlin Wall J.  Rogers Line"
371,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Bc5,"Berlin Defense, Beverwijk Variation"
372,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,"Berlin Defense, Closed Showalter Variation"
373,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,"Berlin Defense, Closed Wolf Variation"
374,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,"Berlin Defense, Hedgehog Variation "
375,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,"Berlin Defense, Improved Steinitz Defense"
376,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, Minckwitz Variation"
377,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,d4,exd4,"Berlin Defense, Nyholm Attack "
378,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, Rio Gambit Accepted "
379,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, Rio de Janeiro Variation"
380,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, Rosenthal Variation"
381,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, l'Hermet Variation"
382,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense,l'Hermet Variation Berlin Wall Defense"
383,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,"Berlin Defense, l'Hermet Variation Westerinen Line"
384,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nd4,-,-,Bird Variation
385,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Bc5,-,-,Classical Variation
386,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Bc5,c3,-,"Classical Variation, Central Variation"
387,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Bc5,c3,f5,"Classical Variation, Cordel Gambit"
388,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Bc5,O-O,Nf6,"Classical Variation, Modern Main Line"
389,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Bc5,O-O,Nf6,"Classical Variation, Zukertort Gambit"
390,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Closed Variations
391,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Averbakh Variation"
392,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Bogoljubow Variation"
393,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Borisenko Variation"
394,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Breyer Defense "
395,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Center Attack "
396,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Chigorin Defense"
397,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Chigorin Defense"
398,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Chigorin Defense"
399,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Closed Defense "
400,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Closed Defense2"
401,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Closed Defense3"
402,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Delayed Exchange "
403,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Flohr System "
404,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, General"
405,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Keres Defense "
406,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Keres Defense2"
407,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Keres Defense3"
408,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Kholmov Variation"
409,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Martinez Variation"
410,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Morphy Attack"
411,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Pilnik Variation"
412,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Smyslov Defense "
413,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Smyslov-Breyer-Zaitsev Hybrid"
414,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Suetin Variation"
415,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Trajkovic Counterattack"
416,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Worrall Attack"
417,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Worrall Attack Caslting line"
418,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Worrall Attack Delayed castling line"
419,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Yates Variation"
420,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Closed Variations, Zaitsev System"
421,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nge7,-,-,"Cozio Defense, General"
422,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,Nge7,Nc3,g6,"Cozio Defense, Paulsen Variation"
423,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,"Exchange Variation, Alapin Gambit "
424,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,"Exchange Variation, Bronstein Variation"
425,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,-,"Exchange Variation, General"
426,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,"Exchange Variation, Gligoric Variation"
427,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,"Exchange Variation, Keres Variation "
428,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,"Exchange Variation, King's Bishop Variation"
429,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,bxc6,"Exchange Variation, Lutikov Variation"
430,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Bxc6,dxc6,"Exchange Variation, Normal Variation"
431,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,g6,-,-,Fianchetto Defense 
432,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,-,-,-,General 
433,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, General"
434,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, Main Line"
435,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, Modern Main Line "
436,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, Modern Variation"
437,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, Original Marshall Attack"
438,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, Re3 variation"
439,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Marshall Attack, Steiner Variation"
440,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Morphy Defense 
441,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Morphy Defense2
442,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Anderssen Variation "
443,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Archangelsk Variation"
444,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Bayreuth Variation"
445,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"orphy Defense, Breyer Defense Quiet Variation"
446,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Breyer Defense Zaitsev Hybrid"
447,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,"Morphy Defense, Caro Variation"
448,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Chigorin Defense Panov System"
449,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Bc5,"Morphy Defense, Classical Defense Deferred"
450,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nge7,"Morphy Defense, Cozio Defense"
451,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Duras Variation"
452,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,g6,"Morphy Defense, Fianchetto Defense Deferred"
453,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,"Morphy Defense, Graz Variation"
454,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Mackenzie Variation"
455,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
456,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
457,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
458,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
459,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
460,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
461,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
462,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
463,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense"
464,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense Fianchetto"
465,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,"Morphy Defense, Modern Steinitz Defense Siesta Variation"
466,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Neo-Archangelsk Variation"
467,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,"Morphy Defense, Norwegian Variation "
468,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,f5,"Morphy Defense, Schliemann Defense Deferred"
469,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Steinitz Deferred"
470,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Tarrasch Variation "
471,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Morphy Defense, Wormald Attack"
