PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.OffensiveRebounds),SUM(Actions.FreeThrowsMade),SUM(Actions.BlockedShots),SUM(Actions.Points),SUM(Actions.FieldGoalAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.TotalRebounds),SUM(Actions.Turnovers),SUM(Actions.3PointAttempts),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.PersonalFouls),SUM(Actions.DefensiveRebounds),SUM(Actions.Assists),SUM(Actions.FreeThrowAttempts),SUM(Actions.FieldGoalsMade),SUM(Actions.Steals),STD(Actions.OffensiveRebounds),STD(Actions.FreeThrowsMade),STD(Actions.BlockedShots),STD(Actions.Points),STD(Actions.FieldGoalAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.TotalRebounds),STD(Actions.Turnovers),STD(Actions.3PointAttempts),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.PersonalFouls),STD(Actions.DefensiveRebounds),STD(Actions.Assists),STD(Actions.FreeThrowAttempts),STD(Actions.FieldGoalsMade),STD(Actions.Steals),MAX(Actions.OffensiveRebounds),MAX(Actions.FreeThrowsMade),MAX(Actions.BlockedShots),MAX(Actions.Points),MAX(Actions.FieldGoalAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.TotalRebounds),MAX(Actions.Turnovers),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.PersonalFouls),MAX(Actions.DefensiveRebounds),MAX(Actions.Assists),MAX(Actions.FreeThrowAttempts),MAX(Actions.FieldGoalsMade),MAX(Actions.Steals),SKEW(Actions.OffensiveRebounds),SKEW(Actions.FreeThrowsMade),SKEW(Actions.BlockedShots),SKEW(Actions.Points),SKEW(Actions.FieldGoalAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.TotalRebounds),SKEW(Actions.Turnovers),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.PersonalFouls),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.FieldGoalsMade),SKEW(Actions.Steals),MIN(Actions.OffensiveRebounds),MIN(Actions.FreeThrowsMade),MIN(Actions.BlockedShots),MIN(Actions.Points),MIN(Actions.FieldGoalAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.TotalRebounds),MIN(Actions.Turnovers),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.PersonalFouls),MIN(Actions.DefensiveRebounds),MIN(Actions.Assists),MIN(Actions.FreeThrowAttempts),MIN(Actions.FieldGoalsMade),MIN(Actions.Steals),MEAN(Actions.OffensiveRebounds),MEAN(Actions.FreeThrowsMade),MEAN(Actions.BlockedShots),MEAN(Actions.Points),MEAN(Actions.FieldGoalAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.TotalRebounds),MEAN(Actions.Turnovers),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.PersonalFouls),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.FieldGoalsMade),MEAN(Actions.Steals),MODE(Actions.TeamId),MODE(Actions.GameId),add_numerical
89,Amar'e Stoudemire,2,0.6480428377376479,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,6.0,0.0,363.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.7071067811865476,0.0,1.4142135623730951,0.7071067811865476,1.4142135623730951,0.0,0.0,256.6797615707168,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,363.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,181.5,0.5,0.5,0.5,0.0,0.5,0.0,7.0,1.0,89
90,Richard Jefferson,1,0.7466453357525361,1.0,5.0,2.0,13.0,6.0,0.0,-2.0,6.0,2.0,6.0,1.0,1254.0,4.0,5.0,2.0,6.0,4.0,0.0,0.7071067811865476,3.5355339059327378,1.4142135623730951,9.192388155425117,4.242640687119285,0.0,1.4142135623730951,4.242640687119285,1.4142135623730951,0.0,0.7071067811865476,886.7119036079306,2.8284271247461903,3.5355339059327378,1.4142135623730951,4.242640687119285,2.8284271247461903,0.0,1.0,5.0,2.0,13.0,6.0,0.0,0.0,6.0,2.0,1.0,1254.0,4.0,5.0,2.0,6.0,4.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,1.0,6.5,3.0,0.0,-1.0,3.0,1.0,0.5,627.0,2.0,2.5,1.0,3.0,2.0,0.0,7.0,1.0,90
91,Marvin Williams,1,0.9907169731559602,0.0,0.0,0.0,11.0,9.0,0.0,-5.0,2.0,0.0,3.0,1.0,1680.0,2.0,2.0,3.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.0,9.0,0.0,-5.0,2.0,0.0,1.0,1680.0,2.0,2.0,3.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.0,9.0,0.0,-5.0,2.0,0.0,1.0,1680.0,2.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,-5.0,2.0,0.0,1.0,1680.0,2.0,2.0,3.0,0.0,5.0,0.0,8.0,1.0,91
92,Derrick Favors,1,0.49603350003558266,2.0,0.0,0.0,5.0,5.0,0.0,-13.0,10.0,0.0,3.0,1.0,1874.0,4.0,8.0,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,5.0,5.0,0.0,-13.0,10.0,0.0,1.0,1874.0,4.0,8.0,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,5.0,5.0,0.0,-13.0,10.0,0.0,1.0,1874.0,4.0,8.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,-13.0,10.0,0.0,1.0,1874.0,4.0,8.0,2.0,0.0,2.0,2.0,8.0,1.0,92
93,Gordon Hayward,1,0.5356439022960052,8.0,1.0,0.0,13.0,14.0,3.0,-4.0,13.0,0.0,3.0,1.0,1294.0,4.0,5.0,0.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,13.0,14.0,3.0,-4.0,13.0,0.0,1.0,1294.0,4.0,5.0,0.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,13.0,14.0,3.0,-4.0,13.0,0.0,1.0,1294.0,4.0,5.0,0.0,3.0,6.0,0.0,8.0,1.0,0.0,13.0,14.0,3.0,-4.0,13.0,0.0,1.0,1294.0,4.0,5.0,0.0,3.0,6.0,0.0,8.0,1.0,93
94,Trey Burke,1,0.6181099256750625,0.0,5.0,0.0,18.0,14.0,0.0,-7.0,2.0,2.0,3.0,1.0,2362.0,1.0,2.0,1.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,18.0,14.0,0.0,-7.0,2.0,2.0,1.0,2362.0,1.0,2.0,1.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,18.0,14.0,0.0,-7.0,2.0,2.0,1.0,2362.0,1.0,2.0,1.0,8.0,5.0,1.0,0.0,5.0,0.0,18.0,14.0,0.0,-7.0,2.0,2.0,1.0,2362.0,1.0,2.0,1.0,8.0,5.0,1.0,8.0,1.0,94
95,Enes Kanter,1,0.9619618222702173,1.0,0.0,0.0,5.0,8.0,1.0,-8.0,4.0,3.0,3.0,1.0,1876.0,3.0,3.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,5.0,8.0,1.0,-8.0,4.0,3.0,1.0,1876.0,3.0,3.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,5.0,8.0,1.0,-8.0,4.0,3.0,1.0,1876.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,8.0,1.0,-8.0,4.0,3.0,1.0,1876.0,3.0,3.0,3.0,0.0,2.0,0.0,8.0,1.0,95
96,Alec Burks,1,0.9858181538149765,2.0,2.0,0.0,12.0,11.0,1.0,-4.0,6.0,0.0,3.0,0.0,1506.0,3.0,4.0,0.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,12.0,11.0,1.0,-4.0,6.0,0.0,0.0,1506.0,3.0,4.0,0.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,12.0,11.0,1.0,-4.0,6.0,0.0,0.0,1506.0,3.0,4.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,12.0,11.0,1.0,-4.0,6.0,0.0,0.0,1506.0,3.0,4.0,0.0,2.0,5.0,0.0,8.0,1.0,96
97,Diante Garrett,1,0.835259992839122,1.0,1.0,0.0,17.0,12.0,0.0,-4.0,7.0,5.0,3.0,0.0,2052.0,3.0,6.0,4.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,17.0,12.0,0.0,-4.0,7.0,5.0,0.0,2052.0,3.0,6.0,4.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,17.0,12.0,0.0,-4.0,7.0,5.0,0.0,2052.0,3.0,6.0,4.0,2.0,7.0,1.0,1.0,1.0,0.0,17.0,12.0,0.0,-4.0,7.0,5.0,0.0,2052.0,3.0,6.0,4.0,2.0,7.0,1.0,8.0,1.0,97
98,Ian Clark,1,0.24619285201831131,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,3.0,0.0,3.0,0.0,1084.0,1.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,3.0,0.0,0.0,1084.0,1.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,3.0,0.0,0.0,1084.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,3.0,0.0,0.0,1084.0,1.0,3.0,1.0,0.0,0.0,0.0,8.0,1.0,98
99,Rudy Gobert,1,0.3246855844804475,0.0,0.0,0.0,0.0,3.0,1.0,-2.0,1.0,1.0,3.0,0.0,518.0,2.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,-2.0,1.0,1.0,0.0,518.0,2.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,-2.0,1.0,1.0,0.0,518.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,-2.0,1.0,1.0,0.0,518.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,1.0,99
100,Jeremy Evans,1,0.4517387535920634,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,100
101,John Lucas III,1,0.45627060720605217,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,101
102,Brandon Rush,1,0.511440424755239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,102
103,Tayshaun Prince,3,0.6274283925571358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,103
104,Zach Randolph,3,0.06191747636321354,4.0,1.0,1.0,19.0,21.0,0.0,-13.0,9.0,1.0,9.0,3.0,3406.0,3.0,5.0,2.0,2.0,9.0,0.0,1.1547005383792517,0.5773502691896258,0.5773502691896258,5.507570547286102,2.6457513110645907,0.0,6.658328118479393,1.0,0.5773502691896258,0.0,0.0,525.4839039716948,1.7320508075688772,1.5275252316519465,0.5773502691896258,1.1547005383792517,3.0,0.0,2.0,1.0,1.0,12.0,9.0,0.0,3.0,4.0,1.0,1.0,1742.0,3.0,3.0,1.0,2.0,6.0,0.0,-1.732050807568877,1.732050807568878,1.732050807568878,0.271354761899859,-1.457862967321305,0.0,1.055831893964311,0.0,1.732050807568878,0.0,1.729228601229716,1.7320508075688774,-0.9352195295828248,-1.732050807568877,1.732050807568878,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,-10.0,2.0,0.0,1.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,6.333333333333333,7.0,0.0,-4.333333333333333,3.0,0.3333333333333333,1.0,1135.3333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,3.0,0.0,9.0,2.0,104
105,Marc Gasol,3,0.4889770308319119,7.0,12.0,4.0,44.0,45.0,6.0,6.0,31.0,5.0,9.0,3.0,6162.0,10.0,24.0,10.0,16.0,16.0,3.0,0.5773502691896257,2.0,1.5275252316519465,9.237604307034013,7.0,0.0,14.52583904633395,5.033222956847166,0.5773502691896258,0.0,0.0,442.52118593350986,1.1547005383792515,4.58257569495584,0.5773502691896257,3.0550504633038935,3.7859388972001824,1.0,3.0,6.0,3.0,20.0,22.0,2.0,17.0,15.0,2.0,1.0,2499.0,4.0,12.0,4.0,8.0,8.0,2.0,1.732050807568875,0.0,0.9352195295828248,-1.732050807568877,0.0,0.0,0.30832456366176825,-0.5855827262813887,-1.7320508075688787,0.0,0.05083853214820381,-1.7320508075688785,-0.9352195295828245,1.732050807568875,-0.9352195295828235,-1.597096992869736,0.0,2.0,2.0,0.0,4.0,8.0,2.0,-12.0,5.0,1.0,1.0,1614.0,2.0,3.0,3.0,2.0,1.0,0.0,2.3333333333333335,4.0,1.3333333333333333,14.666666666666666,15.0,2.0,2.0,10.333333333333334,1.6666666666666667,1.0,2054.0,3.3333333333333335,8.0,3.3333333333333335,5.333333333333333,5.333333333333333,1.0,9.0,2.0,105
106,Courtney Lee,3,0.11720782265156837,8.0,9.0,2.0,55.0,53.0,3.0,-23.0,20.0,5.0,9.0,3.0,6134.0,10.0,12.0,9.0,13.0,23.0,1.0,1.5275252316519465,4.358898943540674,0.5773502691896258,5.507570547286103,1.5275252316519472,1.0,10.598742063723098,1.5275252316519468,1.5275252316519468,0.0,0.0,86.96167738339301,2.3094010767585034,0.0,1.0,5.131601439446884,1.5275252316519465,0.5773502691896258,4.0,8.0,1.0,24.0,19.0,2.0,2.0,8.0,3.0,1.0,2145.0,6.0,4.0,4.0,10.0,9.0,1.0,-0.9352195295828237,1.6300591617118865,-1.732050807568877,0.2713547618998603,-0.9352195295828318,0.0,-0.6901328492919038,-0.9352195295828264,-0.9352195295828248,0.0,1.7194336920818512,1.7320508075688767,0.0,0.0,1.0902905798280038,-0.9352195295828264,1.732050807568878,1.0,0.0,0.0,13.0,16.0,0.0,-19.0,5.0,0.0,1.0,1991.0,2.0,4.0,2.0,0.0,6.0,0.0,2.6666666666666665,3.0,0.6666666666666666,18.333333333333332,17.666666666666668,1.0,-7.666666666666667,6.666666666666667,1.6666666666666667,1.0,2044.6666666666667,3.3333333333333335,4.0,3.0,4.333333333333333,7.666666666666667,0.3333333333333333,9.0,2.0,106
107,Mike Conley,3,0.3641328677835547,3.0,7.0,0.0,43.0,28.0,0.0,-6.0,14.0,3.0,9.0,3.0,6429.0,4.0,11.0,4.0,9.0,15.0,2.0,1.0,2.0816659994661326,0.0,4.509249752822894,2.5166114784235836,0.0,15.394804318340652,3.2145502536643185,1.0,0.0,0.0,156.81517783684077,0.5773502691896257,2.3094010767585034,1.5275252316519468,3.0,1.7320508075688772,0.5773502691896258,2.0,4.0,0.0,19.0,12.0,0.0,11.0,7.0,2.0,1.0,2324.0,2.0,5.0,3.0,6.0,6.0,1.0,0.0,-1.293342780733397,0.0,0.33083181470589806,0.5855827262813856,0.0,-1.0902905798280034,-1.545392525695022,0.0,0.0,1.7256346811495087,1.7320508075688785,-1.7320508075688767,0.9352195295828252,0.0,-1.7320508075688774,-1.732050807568877,0.0,0.0,0.0,10.0,7.0,0.0,-19.0,1.0,0.0,1.0,2048.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.3333333333333335,0.0,14.333333333333334,9.333333333333334,0.0,-2.0,4.666666666666667,1.0,1.0,2143.0,1.3333333333333333,3.6666666666666665,1.3333333333333333,3.0,5.0,0.6666666666666666,9.0,2.0,107
108,Nick Calathes,3,0.7321715404480981,2.0,10.0,0.0,47.0,44.0,1.0,-5.0,7.0,6.0,9.0,3.0,5939.0,10.0,5.0,14.0,11.0,17.0,4.0,1.1547005383792517,5.773502691896257,0.0,7.571877794400365,0.5773502691896255,0.5773502691896258,8.386497083606084,2.5166114784235836,1.0,0.0,0.0,149.172160047823,2.0816659994661326,2.8867513459481287,3.0550504633038935,6.3508529610858835,3.0550504633038935,0.5773502691896258,2.0,10.0,0.0,21.0,15.0,1.0,8.0,5.0,3.0,1.0,2120.0,5.0,5.0,8.0,11.0,9.0,2.0,1.732050807568878,1.732050807568877,0.0,-1.597096992869736,-1.7320508075688683,1.732050807568878,1.7043872692093136,0.5855827262813874,0.0,0.0,-0.4868121938223979,-1.293342780733397,1.732050807568877,0.9352195295828235,1.7320508075688774,0.9352195295828235,1.7320508075688787,0.0,0.0,0.0,7.0,14.0,0.0,-7.0,0.0,1.0,1.0,1823.0,1.0,0.0,2.0,0.0,3.0,1.0,0.6666666666666666,3.3333333333333335,0.0,15.666666666666666,14.666666666666666,0.3333333333333333,-1.6666666666666667,2.3333333333333335,2.0,1.0,1979.6666666666667,3.3333333333333335,1.6666666666666667,4.666666666666667,3.6666666666666665,5.666666666666667,1.3333333333333333,9.0,2.0,108
109,Ed Davis,3,0.13403500516367794,1.0,2.0,0.0,19.0,18.0,2.0,4.0,6.0,6.0,9.0,0.0,2981.0,6.0,5.0,8.0,2.0,8.0,3.0,0.5773502691896258,1.1547005383792517,0.0,2.516611478423583,2.6457513110645907,0.5773502691896258,8.144527815247077,1.0,1.0,0.0,0.0,95.35372742233695,1.0,1.1547005383792517,0.5773502691896257,1.1547005383792517,1.5275252316519465,1.0,1.0,2.0,0.0,9.0,8.0,1.0,7.0,3.0,3.0,0.0,1057.0,3.0,3.0,3.0,2.0,4.0,2.0,1.732050807568878,1.732050807568878,0.0,0.5855827262813887,-1.457862967321305,-1.732050807568877,-1.6152905598583513,0.0,0.0,0.0,-1.6703213231246914,0.0,1.732050807568877,-1.732050807568875,1.732050807568878,-0.9352195295828237,0.0,0.0,0.0,0.0,4.0,3.0,0.0,-8.0,1.0,1.0,0.0,884.0,1.0,1.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,6.333333333333333,6.0,0.6666666666666666,1.3333333333333333,2.0,2.0,0.0,993.6666666666666,2.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.0,9.0,2.0,109
110,Mike Miller,3,0.30870362997051604,5.0,1.0,2.0,15.0,13.0,0.0,-2.0,9.0,1.0,9.0,0.0,1962.0,5.0,4.0,1.0,1.0,7.0,1.0,1.5275252316519468,0.5773502691896258,1.1547005383792517,4.358898943540674,3.5118845842842465,0.0,5.507570547286102,2.6457513110645907,0.5773502691896258,0.0,0.0,323.4130485926627,0.5773502691896257,1.5275252316519468,0.5773502691896258,0.5773502691896258,2.3094010767585034,0.5773502691896258,3.0,1.0,2.0,10.0,8.0,0.0,3.0,6.0,1.0,0.0,1008.0,2.0,3.0,1.0,1.0,5.0,1.0,-0.9352195295828252,1.732050807568878,1.732050807568878,1.6300591617118865,0.4232731602680071,0.0,-1.6680336834432494,1.457862967321305,1.732050807568878,0.0,0.9757373111942688,-1.7320508075688785,0.9352195295828248,1.732050807568878,1.732050807568878,1.732050807568877,1.732050807568878,0.0,0.0,0.0,2.0,1.0,0.0,-7.0,1.0,0.0,0.0,374.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,5.0,4.333333333333333,0.0,-0.6666666666666666,3.0,0.3333333333333333,0.0,654.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333,9.0,2.0,110
111,Kosta Koufos,3,0.6897987059363226,0.0,2.0,0.0,13.0,14.0,0.0,-3.0,7.0,3.0,9.0,0.0,3788.0,1.0,7.0,5.0,2.0,5.0,0.0,0.0,1.1547005383792517,0.0,4.041451884327381,3.0550504633038935,0.0,6.244997998398398,1.5275252316519468,1.0,0.0,0.0,381.5787380519692,0.5773502691896258,1.5275252316519468,1.5275252316519468,1.1547005383792517,2.0816659994661326,0.0,0.0,2.0,0.0,9.0,8.0,0.0,6.0,4.0,2.0,0.0,1703.0,1.0,4.0,3.0,2.0,4.0,0.0,0.0,1.732050807568878,0.0,1.7320508075688785,0.9352195295828235,0.0,1.2933427807333964,0.9352195295828237,0.0,0.0,1.7222998848167552,1.732050807568878,0.9352195295828237,-0.9352195295828252,1.732050807568878,1.2933427807333955,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-6.0,1.0,0.0,0.0,1029.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,4.333333333333333,4.666666666666667,0.0,-1.0,2.3333333333333335,1.0,0.0,1262.6666666666667,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.0,9.0,2.0,111
112,Tony Allen,3,0.6667821252852345,6.0,2.0,1.0,8.0,11.0,1.0,6.0,13.0,1.0,9.0,0.0,2292.0,4.0,7.0,0.0,3.0,3.0,2.0,1.7320508075688772,1.1547005383792517,0.5773502691896258,3.0550504633038935,3.0550504633038935,0.5773502691896258,1.0,2.081665999466133,0.5773502691896258,0.0,0.0,343.70336047237015,0.5773502691896257,1.5275252316519465,0.0,1.7320508075688772,1.0,0.5773502691896258,4.0,2.0,1.0,6.0,7.0,1.0,3.0,6.0,1.0,0.0,1140.0,2.0,4.0,0.0,3.0,2.0,1.0,1.7320508075688774,1.732050807568878,1.732050807568878,0.9352195295828248,0.9352195295828248,1.732050807568878,0.0,-1.2933427807333953,1.732050807568878,0.0,0.968634404241616,1.7320508075688785,0.9352195295828237,0.0,1.7320508075688774,0.0,-1.7320508075688767,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,466.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,3.6666666666666665,0.3333333333333333,2.0,4.333333333333333,0.3333333333333333,0.0,764.0,1.3333333333333333,2.3333333333333335,0.0,1.0,1.0,0.6666666666666666,9.0,2.0,112
113,James Johnson,3,0.8807108628698385,2.0,3.0,0.0,7.0,10.0,0.0,-11.0,2.0,2.0,9.0,0.0,2933.0,5.0,0.0,4.0,6.0,2.0,6.0,0.5773502691896258,1.7320508075688772,0.0,2.5166114784235836,0.5773502691896257,0.0,2.0816659994661326,0.5773502691896258,1.1547005383792517,0.0,0.0,230.20063712625415,2.0816659994661326,0.0,0.5773502691896257,2.0,0.5773502691896258,1.0,1.0,3.0,0.0,5.0,4.0,0.0,-2.0,1.0,2.0,0.0,1224.0,4.0,0.0,2.0,4.0,1.0,3.0,-1.732050807568877,1.7320508075688774,0.0,0.5855827262813874,1.732050807568875,0.0,-1.293342780733397,-1.732050807568877,1.732050807568878,0.0,0.6985812979237029,1.2933427807333955,0.0,1.7320508075688785,0.0,-1.732050807568877,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-6.0,0.0,0.0,0.0,768.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,2.3333333333333335,3.3333333333333335,0.0,-3.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,977.6666666666666,1.6666666666666667,0.0,1.3333333333333333,2.0,0.6666666666666666,2.0,9.0,2.0,113
114,Jon Leuer,3,0.3816232334794867,0.0,2.0,0.0,8.0,4.0,0.0,13.0,1.0,0.0,9.0,0.0,970.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.1547005383792517,0.0,4.618802153517007,2.3094010767585034,0.0,4.509249752822894,0.5773502691896258,0.0,0.0,0.0,484.1831609353358,1.1547005383792517,0.5773502691896258,1.1547005383792517,1.1547005383792517,1.7320508075688772,0.0,0.0,2.0,0.0,8.0,4.0,0.0,9.0,1.0,0.0,0.0,880.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,1.732050807568878,0.0,1.732050807568878,1.732050807568878,0.0,0.3308318147058998,1.732050807568878,0.0,0.0,1.6649682301869753,1.732050807568878,1.732050807568878,1.732050807568878,1.732050807568878,1.7320508075688774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.6666666666666665,1.3333333333333333,0.0,4.333333333333333,0.3333333333333333,0.0,0.0,323.3333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,9.0,2.0,114
