PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.TotalRebounds),SUM(Actions.OffensiveRebounds),SUM(Actions.Assists),SUM(Actions.PersonalFouls),SUM(Actions.Turnovers),SUM(Actions.3PointsMade),SUM(Actions.FieldGoalsMade),SUM(Actions.FreeThrowsMade),SUM(Actions.FreeThrowAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.Steals),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.DefensiveRebounds),SUM(Actions.Points),SUM(Actions.BlockedShots),SUM(Actions.FieldGoalAttempts),STD(Actions.TotalRebounds),STD(Actions.OffensiveRebounds),STD(Actions.Assists),STD(Actions.PersonalFouls),STD(Actions.Turnovers),STD(Actions.3PointsMade),STD(Actions.FieldGoalsMade),STD(Actions.FreeThrowsMade),STD(Actions.FreeThrowAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.Steals),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.DefensiveRebounds),STD(Actions.Points),STD(Actions.BlockedShots),STD(Actions.FieldGoalAttempts),MAX(Actions.TotalRebounds),MAX(Actions.OffensiveRebounds),MAX(Actions.Assists),MAX(Actions.PersonalFouls),MAX(Actions.Turnovers),MAX(Actions.FieldGoalsMade),MAX(Actions.FreeThrowsMade),MAX(Actions.FreeThrowAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.Steals),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.DefensiveRebounds),MAX(Actions.Points),MAX(Actions.BlockedShots),MAX(Actions.FieldGoalAttempts),SKEW(Actions.TotalRebounds),SKEW(Actions.OffensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.PersonalFouls),SKEW(Actions.Turnovers),SKEW(Actions.FieldGoalsMade),SKEW(Actions.FreeThrowsMade),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.Steals),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Points),SKEW(Actions.BlockedShots),SKEW(Actions.FieldGoalAttempts),MIN(Actions.TotalRebounds),MIN(Actions.OffensiveRebounds),MIN(Actions.Assists),MIN(Actions.PersonalFouls),MIN(Actions.Turnovers),MIN(Actions.FieldGoalsMade),MIN(Actions.FreeThrowsMade),MIN(Actions.FreeThrowAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.Steals),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.DefensiveRebounds),MIN(Actions.Points),MIN(Actions.BlockedShots),MIN(Actions.FieldGoalAttempts),MEAN(Actions.TotalRebounds),MEAN(Actions.OffensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.PersonalFouls),MEAN(Actions.Turnovers),MEAN(Actions.FieldGoalsMade),MEAN(Actions.FreeThrowsMade),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.Steals),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Points),MEAN(Actions.BlockedShots),MEAN(Actions.FieldGoalAttempts),MODE(Actions.GameId),MODE(Actions.TeamId),add_numerical
105,Marc Gasol,3,0.8080079357364641,31.0,7.0,10.0,10.0,5.0,9.0,16.0,12.0,16.0,6.0,6.0,3.0,3.0,6162.0,24.0,44.0,4.0,45.0,5.033222956847166,0.5773502691896257,0.5773502691896257,1.1547005383792515,0.5773502691896258,0.0,3.7859388972001824,2.0,3.0550504633038935,0.0,14.52583904633395,1.0,0.0,442.52118593350986,4.58257569495584,9.237604307034013,1.5275252316519465,7.0,15.0,3.0,4.0,4.0,2.0,8.0,6.0,8.0,2.0,17.0,2.0,1.0,2499.0,12.0,20.0,3.0,22.0,-0.5855827262813887,1.732050807568875,1.732050807568875,-1.7320508075688785,-1.7320508075688787,-1.597096992869736,0.0,-0.9352195295828235,0.0,0.30832456366176825,0.0,0.0,0.05083853214820381,-0.9352195295828245,-1.732050807568877,0.9352195295828248,0.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,-12.0,0.0,1.0,1614.0,3.0,4.0,0.0,8.0,10.333333333333334,2.3333333333333335,3.3333333333333335,3.3333333333333335,1.6666666666666667,5.333333333333333,4.0,5.333333333333333,2.0,2.0,1.0,1.0,2054.0,8.0,14.666666666666666,1.3333333333333333,15.0,2.0,9.0,105
106,Courtney Lee,3,0.13555634786094972,20.0,8.0,9.0,10.0,5.0,9.0,23.0,9.0,13.0,3.0,-23.0,1.0,3.0,6134.0,12.0,55.0,2.0,53.0,1.5275252316519468,1.5275252316519465,1.0,2.3094010767585034,1.5275252316519468,0.0,1.5275252316519465,4.358898943540674,5.131601439446884,1.0,10.598742063723098,0.5773502691896258,0.0,86.96167738339301,0.0,5.507570547286103,0.5773502691896258,1.5275252316519472,8.0,4.0,4.0,6.0,3.0,9.0,8.0,10.0,2.0,2.0,1.0,1.0,2145.0,4.0,24.0,1.0,19.0,-0.9352195295828264,-0.9352195295828237,0.0,1.7320508075688767,-0.9352195295828248,-0.9352195295828264,1.6300591617118865,1.0902905798280038,0.0,-0.6901328492919038,1.732050807568878,0.0,1.7194336920818512,0.0,0.2713547618998603,-1.732050807568877,-0.9352195295828318,5.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,-19.0,0.0,1.0,1991.0,4.0,13.0,0.0,16.0,6.666666666666667,2.6666666666666665,3.0,3.3333333333333335,1.6666666666666667,7.666666666666667,3.0,4.333333333333333,1.0,-7.666666666666667,0.3333333333333333,1.0,2044.6666666666667,4.0,18.333333333333332,0.6666666666666666,17.666666666666668,2.0,9.0,106
107,Mike Conley,3,0.81405942213314,14.0,3.0,4.0,4.0,3.0,9.0,15.0,7.0,9.0,0.0,-6.0,2.0,3.0,6429.0,11.0,43.0,0.0,28.0,3.2145502536643185,1.0,1.5275252316519468,0.5773502691896257,1.0,0.0,1.7320508075688772,2.0816659994661326,3.0,0.0,15.394804318340652,0.5773502691896258,0.0,156.81517783684077,2.3094010767585034,4.509249752822894,0.0,2.5166114784235836,7.0,2.0,3.0,2.0,2.0,6.0,4.0,6.0,0.0,11.0,1.0,1.0,2324.0,5.0,19.0,0.0,12.0,-1.545392525695022,0.0,0.9352195295828252,1.7320508075688785,0.0,-1.7320508075688774,-1.293342780733397,0.0,0.0,-1.0902905798280034,-1.732050807568877,0.0,1.7256346811495087,-1.7320508075688767,0.33083181470589806,0.0,0.5855827262813856,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,-19.0,0.0,1.0,2048.0,1.0,10.0,0.0,7.0,4.666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,5.0,2.3333333333333335,3.0,0.0,-2.0,0.6666666666666666,1.0,2143.0,3.6666666666666665,14.333333333333334,0.0,9.333333333333334,2.0,9.0,107
108,Nick Calathes,3,0.26433497488088287,7.0,2.0,14.0,10.0,6.0,9.0,17.0,10.0,11.0,1.0,-5.0,4.0,3.0,5939.0,5.0,47.0,0.0,44.0,2.5166114784235836,1.1547005383792517,3.0550504633038935,2.0816659994661326,1.0,0.0,3.0550504633038935,5.773502691896257,6.3508529610858835,0.5773502691896258,8.386497083606084,0.5773502691896258,0.0,149.172160047823,2.8867513459481287,7.571877794400365,0.0,0.5773502691896255,5.0,2.0,8.0,5.0,3.0,9.0,10.0,11.0,1.0,8.0,2.0,1.0,2120.0,5.0,21.0,0.0,15.0,0.5855827262813874,1.732050807568878,0.9352195295828235,-1.293342780733397,0.0,0.9352195295828235,1.732050807568877,1.7320508075688774,1.732050807568878,1.7043872692093136,1.7320508075688787,0.0,-0.4868121938223979,1.732050807568877,-1.597096992869736,0.0,-1.7320508075688683,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,-7.0,1.0,1.0,1823.0,0.0,7.0,0.0,14.0,2.3333333333333335,0.6666666666666666,4.666666666666667,3.3333333333333335,2.0,5.666666666666667,3.3333333333333335,3.6666666666666665,0.3333333333333333,-1.6666666666666667,1.3333333333333333,1.0,1979.6666666666667,1.6666666666666667,15.666666666666666,0.0,14.666666666666666,2.0,9.0,108
109,Ed Davis,3,0.2161204832736704,6.0,1.0,8.0,6.0,6.0,9.0,8.0,2.0,2.0,2.0,4.0,3.0,0.0,2981.0,5.0,19.0,0.0,18.0,1.0,0.5773502691896258,0.5773502691896257,1.0,1.0,0.0,1.5275252316519465,1.1547005383792517,1.1547005383792517,0.5773502691896258,8.144527815247077,1.0,0.0,95.35372742233695,1.1547005383792517,2.516611478423583,0.0,2.6457513110645907,3.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,7.0,2.0,0.0,1057.0,3.0,9.0,0.0,8.0,0.0,1.732050807568878,-1.732050807568875,0.0,0.0,-0.9352195295828237,1.732050807568878,1.732050807568878,-1.732050807568877,-1.6152905598583513,0.0,0.0,-1.6703213231246914,1.732050807568877,0.5855827262813887,0.0,-1.457862967321305,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.0,0.0,0.0,884.0,1.0,4.0,0.0,3.0,2.0,0.3333333333333333,2.6666666666666665,2.0,2.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.0,993.6666666666666,1.6666666666666667,6.333333333333333,0.0,6.0,2.0,9.0,109
110,Mike Miller,3,0.2185828345460935,9.0,5.0,1.0,5.0,1.0,9.0,7.0,1.0,1.0,0.0,-2.0,1.0,0.0,1962.0,4.0,15.0,2.0,13.0,2.6457513110645907,1.5275252316519468,0.5773502691896258,0.5773502691896257,0.5773502691896258,0.0,2.3094010767585034,0.5773502691896258,0.5773502691896258,0.0,5.507570547286102,0.5773502691896258,0.0,323.4130485926627,1.5275252316519468,4.358898943540674,1.1547005383792517,3.5118845842842465,6.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,1008.0,3.0,10.0,2.0,8.0,1.457862967321305,-0.9352195295828252,1.732050807568878,-1.7320508075688785,1.732050807568878,1.732050807568877,1.732050807568878,1.732050807568878,0.0,-1.6680336834432494,1.732050807568878,0.0,0.9757373111942688,0.9352195295828248,1.6300591617118865,1.732050807568878,0.4232731602680071,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,374.0,0.0,2.0,0.0,1.0,3.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,-0.6666666666666666,0.3333333333333333,0.0,654.0,1.3333333333333333,5.0,0.6666666666666666,4.333333333333333,2.0,9.0,110
111,Kosta Koufos,3,0.4294638421906808,7.0,0.0,5.0,1.0,3.0,9.0,5.0,2.0,2.0,0.0,-3.0,0.0,0.0,3788.0,7.0,13.0,0.0,14.0,1.5275252316519468,0.0,1.5275252316519468,0.5773502691896258,1.0,0.0,2.0816659994661326,1.1547005383792517,1.1547005383792517,0.0,6.244997998398398,0.0,0.0,381.5787380519692,1.5275252316519468,4.041451884327381,0.0,3.0550504633038935,4.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,6.0,0.0,0.0,1703.0,4.0,9.0,0.0,8.0,0.9352195295828237,0.0,-0.9352195295828252,1.732050807568878,0.0,1.2933427807333955,1.732050807568878,1.732050807568878,0.0,1.2933427807333964,0.0,0.0,1.7222998848167552,0.9352195295828237,1.7320508075688785,0.0,0.9352195295828235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,1029.0,1.0,2.0,0.0,2.0,2.3333333333333335,0.0,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,-1.0,0.0,0.0,1262.6666666666667,2.3333333333333335,4.333333333333333,0.0,4.666666666666667,2.0,9.0,111
112,Tony Allen,3,0.23140588427149,13.0,6.0,0.0,4.0,1.0,9.0,3.0,2.0,3.0,1.0,6.0,2.0,0.0,2292.0,7.0,8.0,1.0,11.0,2.081665999466133,1.7320508075688772,0.0,0.5773502691896257,0.5773502691896258,0.0,1.0,1.1547005383792517,1.7320508075688772,0.5773502691896258,1.0,0.5773502691896258,0.0,343.70336047237015,1.5275252316519465,3.0550504633038935,0.5773502691896258,3.0550504633038935,6.0,4.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,1140.0,4.0,6.0,1.0,7.0,-1.2933427807333953,1.7320508075688774,0.0,1.7320508075688785,1.732050807568878,0.0,1.732050807568878,1.7320508075688774,1.732050807568878,0.0,-1.7320508075688767,0.0,0.968634404241616,0.9352195295828237,0.9352195295828248,1.732050807568878,0.9352195295828248,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,466.0,1.0,0.0,0.0,1.0,4.333333333333333,2.0,0.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,0.6666666666666666,0.0,764.0,2.3333333333333335,2.6666666666666665,0.3333333333333333,3.6666666666666665,2.0,9.0,112
113,James Johnson,3,0.7496486505513936,2.0,2.0,4.0,5.0,2.0,9.0,2.0,3.0,6.0,0.0,-11.0,6.0,0.0,2933.0,0.0,7.0,0.0,10.0,0.5773502691896258,0.5773502691896258,0.5773502691896257,2.0816659994661326,1.1547005383792517,0.0,0.5773502691896258,1.7320508075688772,2.0,0.0,2.0816659994661326,1.0,0.0,230.20063712625415,0.0,2.5166114784235836,0.0,0.5773502691896257,1.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,0.0,-2.0,3.0,0.0,1224.0,0.0,5.0,0.0,4.0,-1.732050807568877,-1.732050807568877,1.7320508075688785,1.2933427807333955,1.732050807568878,-1.732050807568877,1.7320508075688774,0.0,0.0,-1.293342780733397,0.0,0.0,0.6985812979237029,0.0,0.5855827262813874,0.0,1.732050807568875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.0,0.0,768.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,2.0,0.0,-3.6666666666666665,2.0,0.0,977.6666666666666,0.0,2.3333333333333335,0.0,3.3333333333333335,2.0,9.0,113
114,Jon Leuer,3,0.9616976510284899,1.0,0.0,2.0,2.0,0.0,9.0,3.0,2.0,2.0,0.0,13.0,0.0,0.0,970.0,1.0,8.0,0.0,4.0,0.5773502691896258,0.0,1.1547005383792517,1.1547005383792517,0.0,0.0,1.7320508075688772,1.1547005383792517,1.1547005383792517,0.0,4.509249752822894,0.0,0.0,484.1831609353358,0.5773502691896258,4.618802153517007,0.0,2.3094010767585034,1.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,9.0,0.0,0.0,880.0,1.0,8.0,0.0,4.0,1.732050807568878,0.0,1.732050807568878,1.732050807568878,0.0,1.7320508075688774,1.732050807568878,1.732050807568878,0.0,0.3308318147058998,0.0,0.0,1.6649682301869753,1.732050807568878,1.732050807568878,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,4.333333333333333,0.0,0.0,323.3333333333333,0.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,2.0,9.0,114
115,Beno Udrih,3,0.909857805703358,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,204.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1547005383792517,0.0,0.0,0.0,2.3094010767585034,0.0,0.0,117.77945491468365,0.0,2.3094010767585034,0.0,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,204.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.732050807568878,0.0,0.0,0.0,1.732050807568878,0.0,0.0,1.7320508075688772,0.0,1.732050807568878,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,68.0,0.0,1.3333333333333333,0.0,0.6666666666666666,2.0,9.0,115
116,Quincy Miller,3,0.20923146534927994,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,116
117,Kenneth Faried,3,0.6595711403715933,8.0,1.0,0.0,5.0,2.0,9.0,3.0,0.0,2.0,0.0,-18.0,3.0,3.0,3174.0,7.0,9.0,0.0,10.0,1.5275252316519465,0.5773502691896258,0.0,1.1547005383792517,0.5773502691896258,0.0,1.0,0.0,1.1547005383792517,0.0,12.12435565298214,1.0,0.0,283.50132274823693,1.1547005383792517,3.0,0.0,2.3094010767585034,4.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,7.0,2.0,1.0,1341.0,3.0,6.0,0.0,6.0,-0.9352195295828237,1.732050807568878,0.0,1.732050807568877,-1.732050807568877,0.0,0.0,1.732050807568878,0.0,0.7221086457211355,0.0,0.0,-0.015872744322412414,-1.7320508075688787,0.0,0.0,1.732050807568877,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,1.0,774.0,1.0,0.0,0.0,2.0,2.6666666666666665,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,-6.0,1.0,1.0,1058.0,2.3333333333333335,3.0,0.0,3.3333333333333335,2.0,10.0,117
118,Timofey Mozgov,3,0.9736736952220822,33.0,12.0,6.0,9.0,8.0,9.0,27.0,14.0,21.0,3.0,18.0,4.0,3.0,4924.0,21.0,68.0,4.0,46.0,2.6457513110645907,1.7320508075688772,0.0,1.7320508075688772,2.0816659994661326,0.0,4.358898943540674,1.5275252316519468,2.6457513110645907,1.0,12.12435565298214,1.5275252316519468,0.0,250.87314191306595,4.0,9.814954576223638,1.5275252316519468,3.2145502536643185,13.0,5.0,2.0,5.0,5.0,14.0,6.0,9.0,2.0,17.0,3.0,1.0,1908.0,11.0,34.0,3.0,19.0,-1.457862967321305,-1.7320508075688774,0.0,1.7320508075688774,1.293342780733397,1.6300591617118865,-0.9352195295828264,-1.457862967321305,0.0,-0.7221086457211355,0.9352195295828252,0.0,0.6212144733675568,0.0,1.732050807568877,0.9352195295828248,1.5453925256950198,8.0,2.0,2.0,2.0,1.0,6.0,3.0,4.0,0.0,-7.0,0.0,1.0,1410.0,3.0,17.0,0.0,13.0,11.0,4.0,2.0,3.0,2.6666666666666665,9.0,4.666666666666667,7.0,1.0,6.0,1.3333333333333333,1.0,1641.3333333333333,7.0,22.666666666666668,1.3333333333333333,15.333333333333334,2.0,10.0,118
119,Randy Foye,3,0.6876501404262612,15.0,4.0,3.0,11.0,4.0,9.0,18.0,13.0,16.0,3.0,10.0,1.0,3.0,5146.0,11.0,51.0,4.0,36.0,4.358898943540674,0.5773502691896257,1.0,2.3094010767585034,0.5773502691896257,0.0,2.6457513110645907,0.5773502691896257,1.5275252316519465,0.0,9.451631252505218,0.5773502691896258,0.0,161.03519284098533,3.7859388972001824,5.291502622129181,0.5773502691896257,2.6457513110645907,10.0,2.0,2.0,5.0,2.0,9.0,5.0,7.0,1.0,14.0,1.0,1.0,1895.0,8.0,23.0,2.0,15.0,1.6300591617118865,1.7320508075688785,0.0,-1.732050807568877,1.7320508075688785,1.457862967321305,1.7320508075688823,0.9352195295828264,0.0,1.389636138706492,1.732050807568878,0.0,1.2289645221089947,1.597096992869737,1.457862967321305,1.7320508075688785,1.457862967321305,2.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,-4.0,0.0,1.0,1584.0,1.0,13.0,1.0,10.0,5.0,1.3333333333333333,1.0,3.6666666666666665,1.3333333333333333,6.0,4.333333333333333,5.333333333333333,1.0,3.3333333333333335,0.3333333333333333,1.0,1715.3333333333333,3.6666666666666665,17.0,1.3333333333333333,12.0,2.0,10.0,119
120,Ty Lawson,3,0.004507854436843428,21.0,5.0,15.0,10.0,5.0,9.0,16.0,5.0,6.0,1.0,19.0,2.0,3.0,6578.0,16.0,43.0,1.0,35.0,3.4641016151377544,0.5773502691896257,1.7320508075688772,1.5275252316519465,0.5773502691896257,0.0,1.1547005383792517,2.8867513459481287,3.4641016151377544,0.5773502691896258,15.53490693030806,1.1547005383792517,0.0,329.49253911634077,2.886751345948129,6.110100926607786,0.5773502691896258,2.3094010767585034,9.0,2.0,7.0,5.0,2.0,6.0,5.0,6.0,1.0,19.0,2.0,1.0,2414.0,7.0,21.0,1.0,13.0,-1.7320508075688774,-1.7320508075688785,1.7320508075688774,0.9352195295828237,-1.7320508075688785,-1.732050807568875,1.732050807568877,1.7320508075688774,1.732050807568878,-1.2298092586842262,1.732050807568878,0.0,-1.6588243576734827,-1.7320508075688765,0.9352195295828237,1.732050807568878,-1.732050807568875,3.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,-11.0,0.0,1.0,1814.0,2.0,9.0,0.0,9.0,7.0,1.6666666666666667,5.0,3.3333333333333335,1.6666666666666667,5.333333333333333,1.6666666666666667,2.0,0.3333333333333333,6.333333333333333,0.6666666666666666,1.0,2192.6666666666665,5.333333333333333,14.333333333333334,0.3333333333333333,11.666666666666666,2.0,10.0,120
121,Darrell Arthur,3,0.2279554503629052,9.0,0.0,21.0,8.0,6.0,9.0,9.0,20.0,26.0,0.0,35.0,3.0,2.0,6304.0,9.0,38.0,0.0,24.0,2.0,0.0,4.58257569495584,1.1547005383792515,1.0,0.0,0.0,4.163331998932265,4.163331998932266,0.0,15.534906930308058,1.0,0.5773502691896258,237.0239087799654,2.0,4.163331998932266,0.0,1.0,5.0,0.0,12.0,4.0,3.0,3.0,10.0,12.0,0.0,29.0,2.0,1.0,2371.0,5.0,16.0,0.0,9.0,0.0,0.0,0.9352195295828245,1.7320508075688785,0.0,0.0,-1.293342780733397,-1.293342780733395,0.0,1.2298092586842275,0.0,-1.7320508075688767,1.5072766919738376,0.0,-1.293342780733395,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,-1.0,0.0,0.0,1926.0,1.0,8.0,0.0,7.0,3.0,0.0,7.0,2.6666666666666665,2.0,3.0,6.666666666666667,8.666666666666666,0.0,11.666666666666666,1.0,0.6666666666666666,2101.3333333333335,3.0,12.666666666666666,0.0,8.0,2.0,10.0,121
122,Evan Fournier,3,0.6882698711006567,11.0,3.0,1.0,8.0,4.0,9.0,6.0,3.0,3.0,2.0,17.0,2.0,0.0,3399.0,8.0,19.0,5.0,19.0,2.8867513459481287,1.0,0.5773502691896258,2.0816659994661326,0.5773502691896258,0.0,1.0,1.7320508075688772,1.7320508075688772,0.5773502691896258,13.051181300301263,1.1547005383792517,0.0,257.4665026755908,2.0816659994661326,1.5275252316519465,1.5275252316519468,2.3094010767585034,7.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,18.0,2.0,0.0,1430.0,5.0,8.0,3.0,9.0,1.732050807568878,0.0,1.732050807568878,1.293342780733397,1.7320508075688787,0.0,1.7320508075688774,1.7320508075688774,-1.732050807568877,-0.45493028977118755,1.732050807568878,0.0,1.7165138485893452,1.293342780733397,0.9352195295828264,-0.9352195295828252,1.7320508075688787,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.0,0.0,0.0,973.0,1.0,5.0,0.0,5.0,3.6666666666666665,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,1.0,1.0,0.6666666666666666,5.666666666666667,0.6666666666666666,0.0,1133.0,2.6666666666666665,6.333333333333333,1.6666666666666667,6.333333333333333,2.0,10.0,122
123,Aaron Brooks,3,0.5860633418460025,9.0,2.0,8.0,7.0,4.0,9.0,9.0,2.0,3.0,2.0,12.0,0.0,0.0,3650.0,7.0,23.0,0.0,23.0,1.0,1.1547005383792517,3.7859388972001824,0.5773502691896258,0.5773502691896258,0.0,1.7320508075688772,1.1547005383792517,1.0,1.1547005383792517,9.539392014169456,0.0,0.0,205.33955618276119,0.5773502691896258,3.7859388972001824,0.0,5.033222956847166,4.0,2.0,7.0,3.0,2.0,5.0,2.0,2.0,2.0,13.0,0.0,0.0,1436.0,3.0,12.0,0.0,13.0,0.0,1.732050807568878,1.5970969928697367,1.732050807568875,1.7320508075688787,1.7320508075688774,1.732050807568878,0.0,1.732050807568878,-0.46654435040920544,0.0,0.0,0.6774680001222054,1.732050807568875,1.597096992869736,0.0,0.5855827262813873,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,-6.0,0.0,0.0,1029.0,2.0,5.0,0.0,3.0,3.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.3333333333333333,3.0,0.6666666666666666,1.0,0.6666666666666666,4.0,0.0,0.0,1216.6666666666667,2.3333333333333335,7.666666666666667,0.0,7.666666666666667,2.0,10.0,123
124,Jan Vesely,3,0.9194200468729038,7.0,1.0,9.0,6.0,7.0,9.0,18.0,0.0,0.0,1.0,14.0,3.0,1.0,5971.0,6.0,45.0,2.0,33.0,2.0816659994661326,0.5773502691896258,2.6457513110645907,1.0,1.5275252316519465,0.0,2.6457513110645907,0.0,0.0,0.5773502691896258,13.012814197295423,1.0,0.5773502691896258,373.0768464181788,1.7320508075688772,7.810249675906654,1.1547005383792517,2.6457513110645907,4.0,1.0,6.0,3.0,4.0,9.0,0.0,0.0,1.0,18.0,2.0,1.0,2421.0,3.0,24.0,2.0,13.0,-1.293342780733397,1.732050807568878,1.457862967321305,0.0,0.9352195295828237,1.457862967321305,0.0,0.0,1.732050807568878,0.22993688673998272,0.0,1.732050807568878,1.727516027483103,-1.7320508075688774,1.7001618482892749,1.732050807568878,-1.457862967321305,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,-8.0,0.0,0.0,1766.0,0.0,10.0,0.0,8.0,2.3333333333333335,0.3333333333333333,3.0,2.0,2.3333333333333335,6.0,0.0,0.0,0.3333333333333333,4.666666666666667,1.0,0.3333333333333333,1990.3333333333333,2.0,15.0,0.6666666666666666,11.0,2.0,10.0,124
